One Piece: Episode of Skypiea;6.959;Animation;2018;Konosuke Uda;images\545742.jpg;One day, a giant ship falls onto the Straw Hats from the sky. After a narrow escape, and while they are still in shock, a map to the “Sky Island” is carried to them by the wind. While researching for the way there, they meet another pirate and learn that he is a descendant of an infamous Sky Island explorer who was even depicted in a picture book “Noland The Liar” four centuries ago. However, Noland was possibly not a liar after all and might actually have gone to the Sky Island.;31/12/2018
Talk to Me;7.195;Horror;2023;Michael Philippou;images\1008042.jpg;When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.;26/07/2023
Uri: The Surgical Strike;7.162;Action;2019;Aditya Dhar;images\554600.jpg;Following the roguish terrorist attacks at Uri Army Base camp in Kashmir, India takes the fight to the enemy, in its most successful covert operation till date with one and only one objective of avenging their fallen heroes.;11/01/2019
The Flash;6.838;Action;2023;Andy Muschietti;images\298618.jpg;When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?;13/06/2023
Last Looks;5.919;Action;2022;Tim Kirkby;images\557946.jpg;A disgraced ex-cop seeks solace by moving to the woods, but his quiet life comes to an end when a private eye recruits him to investigate the murder of an eccentric TV star's wife.;27/01/2022
Texas Chainsaw 3D;5.458;Horror;2013;John Luessenhop;images\76617.jpg;A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.;3/01/2013
Nowhere;7.569;Thriller;2023;Albert Pintó;images\1151534.jpg;A young pregnant woman named Mia escapes from a country at war by hiding in a maritime container aboard a cargo ship. After a violent storm, Mia gives birth to the child while lost at sea, where she must fight to survive.;29/09/2023
Avatar: The Way of Water;7.648;Science Fiction;2022;James Cameron;images\76600.jpg;Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.;14/12/2022
Space Wars: Quest for the Deepstar;3.474;Science Fiction;2023;Garo Setian;images\986210.jpg;A father and daughter team of space scavengers race against a band of evil mercenaries to reach a legendary lost freighter called the Deepstar. Along their trek through the universe, they encounter monsters, aliens, robots, and something even worse.;21/04/2023
Spider-Man: No Way Home;7.986;Action;2021;Jon Watts;images\634649.jpg;Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.;15/12/2021
Sentinelle;5.244;Action;2023;Hugo Benamozig;images\1000081.jpg;François Sentinelle has two lives. By day, he is the most famous cop of Réunion Island, known for his tough methods and flowery shirts, pursuing criminals in his famous yellow defender. But the rest of the time, Sentinelle is also a charming singer.;27/08/2023
Puss in Boots: The Last Wish;8.261;Adventure;2022;Joel Crawford;images\315162.jpg;Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.;7/12/2022
Knuckle Girl;6.5;Action;2023;Chang;images\1178734.jpg;Ran participates in a death match in order to save her missing sister Yuzuki.;25/10/2023
Thriller Night;6.945;Animation;2011;Gary Trousdale;images\118249.jpg;A Shrek parody of Michael Jackson's Thriller song and music video, with Donkey singing.;13/09/2011
Guardians of the Galaxy Vol. 3;8.009;Science Fiction;2023;James Gunn;images\447365.jpg;Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.;3/05/2023
The Little Mermaid;6.483;Adventure;2023;Rob Marshall;images\447277.jpg;The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.;18/05/2023
Indiana Jones and the Dial of Destiny;6.679;Adventure;2023;James Mangold;images\335977.jpg;Finding himself in a new era, and approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.;28/06/2023
Blood Punch;6.393;Horror;2014;Madellaine Paxson;images\257117.jpg;"Milton, a college dropout, was only supposed to cook meth for one day. Broken out of rehab by a brash young woman and her trigger-happy (""ex"") boyfriend and driven to a remote cabin the woods, Milton finds himself drawn into a dangerous love triangle gone haywire. The couple's deadpan half-truths spin around Milton like a song on repeat. They seem to read him like an open book, until a mysterious message opens his eyes to his cursed existence. With unlimited ammunition, any hunting tool they could desire, and an ever-growing body count, for what did Milton really sign up?";21/02/2014
The Hunger Games: Mockingjay - Part 1;6.8;Science Fiction;2014;Francis Lawrence;images\131631.jpg;Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.;19/11/2014
Baby Assassins 2 Babies;6.8;Action;2023;Yugo Sakamoto;images\1077600.jpg;Chisato and Mahiro were banned from performing tasks because they violated the organization's rules?! Needing money to make ends meet, they resumed their days as part time workers. The two are busy working to earn money, but they suddenly encounter other assassins who are after them. What should they do if they can't reveal their identity as assassins when they are not on duty?;24/03/2023
Coco;8.2;Family;2017;Lee Unkrich;images\354912.jpg;Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.;27/10/2017
Meteor Storm;4.604;Science Fiction;2010;Tibor Takács;images\55241.jpg;San Francisco becomes a target for waves of destructive meteors after a rogue comet orbits around the earth... For astronomer, Michelle Young, what was meant to be a once-in-a-lifetime celestial event, soon turns into her worst nightmare as thousands of meteors break the surface of the atmosphere and bombard the city of San Francisco.;30/01/2010
Mortal Kombat Legends: Cage Match;7;Animation;2023;Ethan Spaulding;images\1034062.jpg;In 1980s Hollywood, action star Johnny Cage is looking to become an A-list actor. But when his costar, Jennifer, goes missing from set, Johnny finds himself thrust into a world filled with shadows, danger, and deceit. As he embarks on a bloody journey, Johnny quickly discovers the City of Angels has more than a few devils in its midst.;17/10/2023
Avengers: Infinity War;8.252;Adventure;2018;Anthony Russo;images\299536.jpg;As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.;25/04/2018
Miraculous: Ladybug & Cat Noir, The Movie;7.766;Animation;2023;Jeremy Zag;images\496450.jpg;A life of an ordinary Parisian teenager Marinette goes superhuman when she becomes Ladybug. Bestowed with magical powers of creation, Ladybug must unite with her opposite, Cat Noir, to save Paris as a new villain unleashes chaos unto the city.;5/07/2023
Radical;7.273;Drama;2023;Christopher Zalla;images\1058694.jpg;In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries a radical new method to break through his students’ apathy and unlock their curiosity, their potential… and maybe even their genius.;19/10/2023
Poseído;4.8;Horror;2019;Javier M. Ruiz;images\513776.jpg;Cristian is attacked by an evil entity , her mother did not know what to do , his godfather father Ernesto fought to save him and thus regain the faith of the people.;31/10/2019
Umma;5.37;Horror;2022;Iris K. Shim;images\751237.jpg;Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.;18/03/2022
Carl's Date;7.624;Animation;2023;Bob Peterson;images\1076364.jpg;Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.;15/06/2023
57 Seconds;5.699;Thriller;2023;Rusty Cundieff;images\937249.jpg;When a tech blogger lands an interview with a tech guru and stops an attack on him, he finds a mysterious ring that takes him back 57 seconds into the past.;29/09/2023
Night Train;6.313;Action;2023;Shane Stanley;images\1007427.jpg;Mother Holly McCord is driven to extremes to save the life of her young son. Even if it means hauling black market drugs in her souped-up truck, with the Feds in hot pursuit. With two bounties on her head and her son’s life on the line, Holly climbs behind the wheel of “Night Train,” ready to outrun, out gun, and outlast them all.;13/01/2023
RDX: Robert Dony Xavier;6.88;Action;2023;Nahas Hidayath;images\997391.jpg;Once-menacing, anger fueled, trained martial arts fighters Robert, Dony and Xavier settle down to peaceful lives, after a significant event prompts them. Fate orchestrates their reunion and return from exile to their fighting ways, when their history linger ominously and one of them faces a violent attack.;25/08/2023
Agnes;4.094;Horror;2021;Mickey Reece;images\804755.jpg;Rumors of demonic possession at a religious convent prompts a church investigation into the strange goings-on among its nuns. A disaffected priest and his neophyte are confronted with temptation, bloodshed and a crisis of faith.;10/12/2021
When Evil Lurks;7.329;Horror;2023;Demián Rugna;images\744857.jpg;Residents of a small rural town discover that a demon is about to be born among them. They desperately try to escape before the evil is born, but it may be too late.;5/10/2023
Killers of the Flower Moon;7.7;Crime;2023;Martin Scorsese;images\466420.jpg;When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.;18/10/2023
The Swordsman;7.554;Action;2020;Choi Jae-hoon;images\492008.jpg;After being blinded in a coup against the king, Joseon's greatest swordsman goes into hiding, far removed from his city's anguish. But when traffickers kidnap his daughter, he has no choice but to unsheathe his sword once more.;23/09/2020
Deep Fear;5.133;Horror;2023;Marcus Adams;images\899445.jpg;A solo trip aboard a yacht takes a terrifying turn when a woman encounters three drug traffickers clinging to the shattered remains of a boat. They soon force her to dive into shark-infested waters to retrieve kilos of cocaine from the sunken wreck.;18/10/2023
Ballerina;6.982;Action;2023;Lee Chung-hyun;images\961268.jpg;Grieving the loss of a best friend she couldn't protect, an ex-bodyguard sets out to fulfill her dear friend's last wish: sweet revenge.;5/10/2023
The Last Voyage of the Demeter;7.177;Thriller;2023;André Øvredal;images\635910.jpg;The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.;9/08/2023
Harry Potter and the Philosopher's Stone;7.916;Adventure;2001;Chris Columbus;images\671.jpg;Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.;16/11/2001
The Wait;6.1;Romance;2022;Aku Louhimies;images\716814.jpg;The idyllic and secluded Finnish archipelago. The pandemic soars across the world. Elli’s world trembles as her husband’s old friend arrives at the island.;1/04/2022
Past Lives;7.936;Drama;2023;Celine Song;images\666277.jpg;Nora and Hae Sung, two childhood friends, are reunited in New York for one fateful week as they confront notions of destiny, love, and the choices that make a life.;2/06/2023
The Godfather;8.709;Drama;1972;Francis Ford Coppola;images\238.jpg;Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.;14/03/1972
Breakout;4.125;Action;2023;Brandon Slagle;images\926680.jpg;Having taken control of a maximum security prison, a criminal mastermind faces off against a retired Black Ops agent who had been visiting his incarcerated son.;11/04/2023
Sanctuary;6.099;Thriller;2023;Zachary Wigon;images\870518.jpg;Confined to a claustrophobic hotel room, the heir to a hotel empire and the dominatrix who has primed him for success become locked in a battle of wits and wills as he tries to end his relationship with her.;6/04/2023
Control Zeta;2;Action;2023;Axel Gaibisso;images\1116598.jpg;In a near future, crimes and accidents have disappeared because it has become possible to call the past. However, the peace will be disturbed by a killer who seems to have found the one crack in the system.;27/04/2023
Garfield;5.667;Animation;2004;Peter Hewitt;images\8920.jpg;Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.;10/06/2004
Chestnut: Hero of Central Park;7.235;Family;2004;Robert Vince;images\34672.jpg;Ray and Sal, two orphaned sisters, adopt and hide a Great Dane puppy from their two adopted parents living in a luxury downtown New York apartment that expressely forbids dogs.;21/10/2004
Black Panther: Wakanda Forever;7.172;Action;2022;Ryan Coogler;images\505642.jpg;Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.;9/11/2022
Ruby Gillman, Teenage Kraken;7.399;Animation;2023;Kirk DeMicco;images\1040148.jpg;Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.;28/06/2023
Resurrected;6.554;Horror;2023;Egor Baranov;images\584004.jpg;In the nearest future, the Catholic Church learnt how to resurrect people. The whole process is kept secret and follows strict rules: only sinless believers under the age of 65 can be resurrected. The film is set on the computer of Stanley, an on-line church priest who helps those who were brought back to life. He is divorced and his son lives with his ex-wife, so he can chat with him only on-line. Stanley's son was the first person to be resurrected after he died in a car accident that Stanley caused. Soon Stanley learns that there is a huge conspiracy behind the resurrection process.;27/04/2023
Kandahar;6.9;Action;2023;Ric Roman Waugh;images\717930.jpg;After his mission is exposed, an undercover CIA operative stuck deep in hostile territory in Afghanistan must fight his way out, alongside his Afghan translator, to an extraction point in Kandahar, all whilst avoiding elite enemy forces and foreign spies tasked with hunting them down.;25/05/2023
A Haunting in Venice;6.822;Mystery;2023;Kenneth Branagh;images\945729.jpg;Celebrated sleuth Hercule Poirot, now retired and living in self-imposed exile in Venice, reluctantly attends a Halloween séance at a decaying, haunted palazzo. When one of the guests is murdered, the detective is thrust into a sinister world of shadows and secrets.;13/09/2023
The Lake;5.8;Horror;2022;Lee Thongkham;images\709716.jpg;When a mysterious monster rises from the Mekong River and attacked Bueng Kan, cuts off people from the outside world. Officials and people in the area, including Chinese scientists who accidentally came to conduct research in Thailand, all forces must be mobilized to catch this crazy monster before it's too late.;18/08/2022
Black Adam;6.996;Action;2022;Jaume Collet-Serra;images\436270.jpg;Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.;19/10/2022
Suzume;7.976;Animation;2022;Makoto Shinkai;images\916224.jpg;Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.;11/11/2022
The Hunger Games: Mockingjay - Part 2;6.889;Action;2015;Francis Lawrence;images\131634.jpg;With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.;18/11/2015
The Equalizer;7.258;Thriller;2014;Antoine Fuqua;images\156022.jpg;McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.;24/09/2014
The Claus Family 3;6.063;Family;2022;Ruben Vandenborre;images\1051959.jpg;When the delivery of presents goes wrong and Grandpa Noël gets in trouble, siblings Jules and Noor must work together to save Christmas.;7/12/2022
The Hobbit: The Battle of the Five Armies;7.311;Action;2014;Peter Jackson;images\122917.jpg;Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.;10/12/2014
No Hard Feelings;7.11;Comedy;2023;Gene Stupnitsky;images\884605.jpg;On the brink of losing her childhood home, Maddie discovers an intriguing job listing: wealthy helicopter parents looking for someone to “date” their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.;15/06/2023
IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD;9.5;Animation;2023;Hiroshi Nishikiori;images\1108298.jpg;A live performance by IDOLiSH7, TRIGGER, Re:vale, and ŹOOĻ , 4 groups with different charms, will meet in one place, and the grand live entertainment will begin!;20/05/2023
Harry Potter and the Chamber of Secrets;7.719;Adventure;2002;Chris Columbus;images\672.jpg;Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.;13/11/2002
